50 1 50 41 1
50 2 99 9 2
50 3 147 25 3
50 4 194 71 4
50 5 240 148 5
50 6 285 150 6
50 7 329 121 7
50 8 372 229 8
50 9 414 194 9
50 10 455 216 10
50 11 495 261 11
50 12 534 194 12
50 13 572 279 13
50 14 609 423 14
50 15 645 304 15
50 16 680 424 16
50 17 714 410 17
50 18 747 538 18
50 19 779 536 19
50 20 810 574 20
50 21 840 541 21
50 22 869 529 22
50 23 897 598 23
50 24 924 567 24
50 25 950 713 25
50 26 975 594 26
50 27 999 770 27
50 28 1022 746 28
50 29 1044 707 29
50 30 1065 795 30
50 31 1085 846 31
50 32 1104 793 32
50 33 1122 960 33
50 34 1139 874 34
50 35 1155 917 35
50 36 1170 841 36
50 37 1184 941 37
50 38 1197 994 38
50 39 1209 1013 39
50 40 1220 1011 40
50 41 1230 1066 41
50 42 1239 1087 42
50 43 1247 1112 43
50 44 1254 1080 44
50 45 1260 1174 45
50 46 1265 1164 46
50 47 1269 1240 47
50 48 1272 1255 48
50 49 1274 1247 49
50 50 1275 1275 50
