100 1 100 17 1
100 2 199 46 2
100 3 297 223 3
100 4 394 116 4
100 5 490 270 5
100 6 585 320 6
100 7 679 392 7
100 8 772 365 8
100 9 864 567 9
100 10 955 413 10
100 11 1045 649 11
100 12 1134 422 12
100 13 1222 633 13
100 14 1309 658 14
100 15 1395 857 15
100 16 1480 501 16
100 17 1564 782 17
100 18 1647 1129 18
100 19 1729 961 19
100 20 1810 844 20
100 21 1890 1053 21
100 22 1969 1245 22
100 23 2047 1000 23
100 24 2124 1107 24
100 25 2200 1074 25
100 26 2275 1168 26
100 27 2349 1537 27
100 28 2422 1284 28
100 29 2494 1383 29
100 30 2565 1518 30
100 31 2635 1342 31
100 32 2704 1724 32
100 33 2772 1644 33
100 34 2839 1729 34
100 35 2905 1801 35
100 36 2970 2005 36
100 37 3034 2297 37
100 38 3097 1830 38
100 39 3159 1954 39
100 40 3220 2045 40
100 41 3280 1969 41
100 42 3339 2320 42
100 43 3397 2288 43
100 44 3454 2198 44
100 45 3510 2471 45
100 46 3565 2169 46
100 47 3619 2417 47
100 48 3672 2217 48
100 49 3724 2311 49
100 50 3775 2519 50
100 51 3825 2408 51
100 52 3874 2498 52
100 53 3922 2712 53
100 54 3969 2636 54
100 55 4015 2790 55
100 56 4060 2535 56
100 57 4104 2701 57
100 58 4147 2911 58
100 59 4189 3053 59
100 60 4230 2996 60
100 61 4270 3057 61
100 62 4309 3211 62
100 63 4347 3101 63
100 64 4384 3213 64
100 65 4420 3358 65
100 66 4455 3279 66
100 67 4489 3176 67
100 68 4522 3305 68
100 69 4554 3495 69
100 70 4585 3547 70
100 71 4615 3454 71
100 72 4644 3576 72
100 73 4672 3487 73
100 74 4699 3786 74
100 75 4725 3695 75
100 76 4750 3798 76
100 77 4774 3861 77
100 78 4797 3920 78
100 79 4819 3975 79
100 80 4840 4071 80
100 81 4860 4394 81
100 82 4879 4155 82
100 83 4897 4232 83
100 84 4914 4167 84
100 85 4930 4287 85
100 86 4945 4283 86
100 87 4959 4427 87
100 88 4972 4563 88
100 89 4984 4318 89
100 90 4995 4462 90
100 91 5005 4620 91
100 92 5014 4748 92
100 93 5022 4608 93
100 94 5029 4777 94
100 95 5035 4767 95
100 96 5040 4839 96
100 97 5044 4954 97
100 98 5047 4911 98
100 99 5049 4954 99
100 100 5050 5050 100
