80 1 80 51 1
80 2 159 106 2
80 3 237 175 3
80 4 314 165 4
80 5 390 186 5
80 6 465 327 6
80 7 539 331 7
80 8 612 332 8
80 9 684 379 9
80 10 755 376 10
80 11 825 328 11
80 12 894 523 12
80 13 962 397 13
80 14 1029 448 14
80 15 1095 556 15
80 16 1160 697 16
80 17 1224 821 17
80 18 1287 888 18
80 19 1349 591 19
80 20 1410 868 20
80 21 1470 743 21
80 22 1529 702 22
80 23 1587 845 23
80 24 1644 1108 24
80 25 1700 1094 25
80 26 1755 970 26
80 27 1809 1180 27
80 28 1862 1111 28
80 29 1914 1159 29
80 30 1965 1407 30
80 31 2015 1312 31
80 32 2064 1097 32
80 33 2112 1498 33
80 34 2159 1516 34
80 35 2205 1466 35
80 36 2250 1390 36
80 37 2294 1451 37
80 38 2337 1695 38
80 39 2379 1478 39
80 40 2420 1434 40
80 41 2460 1474 41
80 42 2499 1775 42
80 43 2537 1718 43
80 44 2574 1852 44
80 45 2610 1787 45
80 46 2645 1789 46
80 47 2679 1864 47
80 48 2712 2003 48
80 49 2744 1939 49
80 50 2775 2089 50
80 51 2805 2120 51
80 52 2834 1996 52
80 53 2862 2286 53
80 54 2889 2337 54
80 55 2915 2375 55
80 56 2940 2379 56
80 57 2964 2203 57
80 58 2987 2322 58
80 59 3009 2399 59
80 60 3030 2417 60
80 61 3050 2411 61
80 62 3069 2557 62
80 63 3087 2457 63
80 64 3104 2699 64
80 65 3120 2526 65
80 66 3135 2801 66
80 67 3149 2594 67
80 68 3162 2750 68
80 69 3174 2800 69
80 70 3185 2839 70
80 71 3195 2992 71
80 72 3204 2971 72
80 73 3212 2911 73
80 74 3219 2872 74
80 75 3225 3023 75
80 76 3230 3137 76
80 77 3234 3117 77
80 78 3237 3205 78
80 79 3239 3216 79
80 80 3240 3240 80
