60 1 60 3 1
60 2 119 66 2
60 3 177 67 3
60 4 234 171 4
60 5 290 205 5
60 6 345 78 6
60 7 399 287 7
60 8 452 299 8
60 9 504 218 9
60 10 555 309 10
60 11 605 443 11
60 12 654 358 12
60 13 702 349 13
60 14 749 498 14
60 15 795 421 15
60 16 840 529 16
60 17 884 479 17
60 18 927 530 18
60 19 969 413 19
60 20 1010 631 20
60 21 1050 713 21
60 22 1089 661 22
60 23 1127 798 23
60 24 1164 798 24
60 25 1200 744 25
60 26 1235 660 26
60 27 1269 926 27
60 28 1302 856 28
60 29 1334 790 29
60 30 1365 881 30
60 31 1395 1009 31
60 32 1424 903 32
60 33 1452 1009 33
60 34 1479 1069 34
60 35 1505 995 35
60 36 1530 1130 36
60 37 1554 1108 37
60 38 1577 1237 38
60 39 1599 1222 39
60 40 1620 1266 40
60 41 1640 1303 41
60 42 1659 1213 42
60 43 1677 1286 43
60 44 1694 1402 44
60 45 1710 1348 45
60 46 1725 1307 46
60 47 1739 1478 47
60 48 1752 1430 48
60 49 1764 1595 49
60 50 1775 1471 50
60 51 1785 1570 51
60 52 1794 1535 52
60 53 1802 1638 53
60 54 1809 1654 54
60 55 1815 1656 55
60 56 1820 1639 56
60 57 1824 1708 57
60 58 1827 1770 58
60 59 1829 1803 59
60 60 1830 1830 60
