40 1 40 39 1
40 2 79 35 2
40 3 117 72 3
40 4 154 65 4
40 5 190 80 5
40 6 225 96 6
40 7 259 114 7
40 8 292 156 8
40 9 324 180 9
40 10 355 249 10
40 11 385 239 11
40 12 414 268 12
40 13 442 260 13
40 14 469 298 14
40 15 495 323 15
40 16 520 289 16
40 17 544 442 17
40 18 567 353 18
40 19 589 400 19
40 20 610 452 20
40 21 630 332 21
40 22 649 477 22
40 23 667 525 23
40 24 684 462 24
40 25 700 571 25
40 26 715 531 26
40 27 729 559 27
40 28 742 578 28
40 29 754 651 29
40 30 765 639 30
40 31 775 618 31
40 32 784 668 32
40 33 792 697 33
40 34 799 694 34
40 35 805 711 35
40 36 810 709 36
40 37 814 749 37
40 38 817 784 38
40 39 819 785 39
40 40 820 820 40
